,Insult,Date,Comment,tokenized_sents,stemmed,replaced stemmed
1068,1,,oh youxc2xa0sit down and shut the fuccck uuuup you mental retard what the fuck do you know retard i hate people like you why dont you go get violently killed in a car accident you fucking retarded dick headed bitch mother fuckin ass hole,"['oh', 'youxc2xa0sit', 'shut', 'fuccck', 'uuuup', 'mental', 'retard', 'fuck', 'know', 'retard', 'hate', 'people', 'like', 'dont', 'go', 'get', 'violently', 'killed', 'car', 'accident', 'fucking', 'retarded', 'dick', 'headed', 'bitch', 'mother', 'fuckin', 'ass', 'hole']","['oh', 'youxc2xa0sit', 'shut', 'fuccck', 'uuuup', 'mental', 'retard', 'fuck', 'know', 'retard', 'hate', 'peopl', 'like', 'dont', 'go', 'get', 'violent', 'kill', 'car', 'accid', 'fuck', 'retard', 'dick', 'head', 'bitch', 'mother', 'fuckin', 'ass', 'hole']","['oh', 'youxc2xa0sit', 'shut', 'fuccck', 'uuuup', 'mental', 'retard', 'fuck', 'know', 'retard', 'hate', 'peopl', 'like', 'dont', 'go', 'get', 'violent', 'kill', 'car', 'accid', 'fuck', 'retard', 'dick', 'head', 'bitch', 'mother', 'fuckin', 'ass', 'hole']"
1069,0,20120618201320Z,hi allyxa0 glad you liked gambler galxa0 she would be my alterego if i had a bunch of moolah to spendxa0 alasthis is not the casexa0 i like the penny slots too but you can sure cram a heck of a lot of money into those machines if youre not carefulxa0xa0 sheeshnhugs,"['hi', 'allyxa0', 'glad', 'liked', 'gambler', 'galxa0', 'would', 'alterego', 'bunch', 'moolah', 'spendxa0', 'alasthis', 'casexa0', 'like', 'penny', 'slots', 'sure', 'cram', 'heck', 'lot', 'money', 'machines', 'youre', 'carefulxa0xa0', 'sheeshnhugs']","['hi', 'allyxa0', 'glad', 'like', 'gambler', 'galxa0', 'would', 'alterego', 'bunch', 'moolah', 'spendxa0', 'alasthi', 'casexa0', 'like', 'penni', 'slot', 'sure', 'cram', 'heck', 'lot', 'money', 'machin', 'your', 'carefulxa0xa0', 'sheeshnhug']","['hi', 'allyxa0', 'glad', 'like', 'gambler', 'galxa0', 'would', 'alterego', 'bunch', 'moolah', 'spendxa0', 'alasthi', 'casexa0', 'like', 'penni', 'slot', 'sure', 'cram', 'heck', 'lot', 'money', 'machin', 'your', 'carefulxa0xa0', 'sheeshnhug']"
1070,0,20120619224149Z,guess what op im a ireal girli that ilikesi wearing make up ilikesi wearing my hair down ilikesi being dressed nice and sucks at call of duty smy strategy is to spin in a circle and shoot everywhere shoot those motherfuckerssnnnwhat now,"['guess', 'op', 'im', 'ireal', 'girli', 'ilikesi', 'wearing', 'make', 'ilikesi', 'wearing', 'hair', 'ilikesi', 'dressed', 'nice', 'sucks', 'call', 'duty', 'smy', 'strategy', 'spin', 'circle', 'shoot', 'everywhere', 'shoot', 'motherfuckerssnnnwhat']","['guess', 'op', 'im', 'ireal', 'gir', 'ilikesi', 'wear', 'make', 'ilikesi', 'wear', 'hair', 'ilikesi', 'dress', 'nice', 'suck', 'call', 'duti', 'smi', 'strategi', 'spin', 'circl', 'shoot', 'everywher', 'shoot', 'motherfuckerssnnnwhat']","['guess', 'op', 'im', 'ireal', 'gir', 'ilikesi', 'wear', 'make', 'ilikesi', 'wear', 'hair', 'ilikesi', 'dress', 'nice', 'suck', 'call', 'duti', 'smi', 'strategi', 'spin', 'circl', 'shoot', 'everywher', 'shoot', 'motherfuckerssnnnwhat']"
1071,0,,xc2xa0supposedly a very rare pattern in the c position or sometimes referred to as the bullish doggystyle manuever take your pickxc2xa0 lolhttpwwwscreencastcomusershoof_heartedfoldersdefaultmedia63e5082f26924214865c4701ba356a88very suspect thoughif someone has posted this my apologies ive not seen it,"['xc2xa0supposedly', 'rare', 'pattern', 'c', 'position', 'sometimes', 'referred', 'bullish', 'doggystyle', 'manuever', 'take', 'pickxc2xa0', 'lolhttpwwwscreencastcomusershoof_heartedfoldersdefaultmedia63e5082f26924214865c4701ba356a88very', 'suspect', 'thoughif', 'someone', 'posted', 'apologies', 'ive', 'seen']","['xc2xa0suppos', 'rare', 'pattern', 'c', 'posit', 'sometim', 'refer', 'bullish', 'doggystyl', 'manuev', 'take', 'pickxc2xa0', 'lolhttpwwwscreencastcomusershoof_heartedfoldersdefaultmedia63e5082f26924214865c4701ba356a88veri', 'suspect', 'thoughif', 'someon', 'post', 'apolog', 'ive', 'seen']","['xc2xa0suppos', 'rare', 'pattern', 'c', 'posit', 'sometim', 'refer', 'bullish', 'doggystyl', 'manuev', 'take', 'pickxc2xa0', 'lolhttpwwwscreencastcomusershoof_heartedfoldersdefaultmedia63e5082f26924214865c4701ba356a88veri', 'suspect', 'thoughif', 'someon', 'post', 'apolog', 'ive', 'seen']"
1072,0,20120528102624Z,maybe he is canadian would explain why he is gutted not to be going,"['maybe', 'canadian', 'would', 'explain', 'gutted', 'going']","['mayb', 'canadian', 'would', 'explain', 'gut', 'go']","['mayb', 'canadian', 'would', 'explain', 'gut', 'go']"
1073,0,20120530102033Z,oh fuck yeah hes not kidding guys its images from the attack and holy shit they are in a whole new world of graphic,"['oh', 'fuck', 'yeah', 'hes', 'kidding', 'guys', 'images', 'attack', 'holy', 'shit', 'whole', 'new', 'world', 'graphic']","['oh', 'fuck', 'yeah', 'hes', 'kid', 'guy', 'imag', 'attack', 'holi', 'shit', 'whole', 'new', 'world', 'graphic']","['oh', 'fuck', 'yeah', 'hes', 'kid', 'guy', 'imag', 'attack', 'holi', 'shit', 'whole', 'new', 'world', 'graphic']"
1074,1,20120619204911Z,evel dick gets my vote james r is a very creepy looking man mr rogers look alike plus he whined like a little bitch when janelle destroyed him in the otev pov comp,"['evel', 'dick', 'gets', 'vote', 'james', 'r', 'creepy', 'looking', 'man', 'mr', 'rogers', 'look', 'alike', 'plus', 'whined', 'like', 'little', 'bitch', 'janelle', 'destroyed', 'otev', 'pov', 'comp']","['evel', 'dick', 'get', 'vote', 'jame', 'r', 'creepi', 'look', 'man', 'mr', 'roger', 'look', 'alik', 'plus', 'whine', 'like', 'littl', 'bitch', 'janell', 'destroy', 'otev', 'pov', 'comp']","['evel', 'dick', 'get', 'vote', 'jame', 'r', 'creepi', 'look', 'man', 'mr', 'roger', 'look', 'alik', 'plus', 'whine', 'like', 'littl', 'bitch', 'janell', 'destroy', 'otev', 'pov', 'comp']"
1075,0,,adam12 hey a12 was thinking about you today cause i was listening to some old blues how is it going,"['adam12', 'hey', 'a12', 'thinking', 'today', 'cause', 'listening', 'old', 'blues', 'going']","['adam12', 'hey', 'a12', 'think', 'today', 'caus', 'listen', 'old', 'blue', 'go']","['adam12', 'hey', 'a12', 'think', 'today', 'caus', 'listen', 'old', 'blue', 'go']"
1076,0,,i have watched the video over and over again and with all the evidence ballotelli did not delibratly stamp on parkers head for a start parker was behind mario when he fell and in doing so knocked ballotelli off balance and tripped over hitting parker in the head thats what the ref saw the rest is history,"['watched', 'video', 'evidence', 'ballotelli', 'delibratly', 'stamp', 'parkers', 'head', 'start', 'parker', 'behind', 'mario', 'fell', 'knocked', 'ballotelli', 'balance', 'tripped', 'hitting', 'parker', 'head', 'thats', 'ref', 'saw', 'rest', 'history']","['watch', 'video', 'evid', 'ballotelli', 'delibrat', 'stamp', 'parker', 'head', 'start', 'parker', 'behind', 'mario', 'fell', 'knock', 'ballotelli', 'balanc', 'trip', 'hit', 'parker', 'head', 'that', 'ref', 'saw', 'rest', 'histori']","['watch', 'video', 'evid', 'ballotelli', 'delibrat', 'stamp', 'parker', 'head', 'start', 'parker', 'behind', 'mario', 'fell', 'knock', 'ballotelli', 'balanc', 'trip', 'hit', 'parker', 'head', 'that', 'ref', 'saw', 'rest', 'histori']"
1077,0,20120612042541Z,yeah theyd pick up the trash then go thow it in the yard aroud their trailers,"['yeah', 'theyd', 'pick', 'trash', 'go', 'thow', 'yard', 'aroud', 'trailers']","['yeah', 'theyd', 'pick', 'trash', 'go', 'thow', 'yard', 'aroud', 'trailer']","['yeah', 'theyd', 'pick', 'trash', 'go', 'thow', 'yard', 'aroud', 'trailer']"
1078,1,20120609173456Z,berethor099 go ahead and try dude go  fucking  ahead,"['berethor099', 'go', 'ahead', 'try', 'dude', 'go', 'fucking', 'ahead']","['berethor099', 'go', 'ahead', 'tri', 'dude', 'go', 'fuck', 'ahead']","['berethor099', 'go', 'ahead', 'tri', 'dude', 'go', 'fuck', 'ahead']"
1079,0,20120610165355Z,so a single parent is better get off your fucking high horse and shut the fuck up can you even imagine the trauma the two girls will feel and the loss of the other female partner wont change the other mother from being gay i hope you realize,"['single', 'parent', 'better', 'get', 'fucking', 'high', 'horse', 'shut', 'fuck', 'even', 'imagine', 'trauma', 'two', 'girls', 'feel', 'loss', 'female', 'partner', 'wont', 'change', 'mother', 'gay', 'hope', 'realize']","['singl', 'parent', 'better', 'get', 'fuck', 'high', 'hors', 'shut', 'fuck', 'even', 'imagin', 'trauma', 'two', 'girl', 'feel', 'loss', 'femal', 'partner', 'wont', 'chang', 'mother', 'gay', 'hope', 'realiz']","['singl', 'parent', 'better', 'get', 'fuck', 'high', 'hors', 'shut', 'fuck', 'even', 'imagin', 'trauma', 'two', 'girl', 'feel', 'loss', 'femal', 'partner', 'wont', 'chang', 'mother', 'gay', 'hope', 'realiz']"
1080,1,20120620175331Z,rob you have proven your point already we understood  you are an antisemit you can relax now,"['rob', 'proven', 'point', 'already', 'understood', 'antisemit', 'relax']","['rob', 'proven', 'point', 'alreadi', 'understood', 'antisemit', 'relax']","['rob', 'proven', 'point', 'alreadi', 'understood', 'antisemit', 'relax']"
1081,0,20120620022954Z,faux is a better source of animus,"['faux', 'better', 'source', 'animus']","['faux', 'better', 'sourc', 'animus']","['faux', 'better', 'sourc', 'animus']"
1082,1,20120620030152Z,it is a great honor to be a zionist you are garbage a retarded idiot,"['great', 'honor', 'zionist', 'garbage', 'retarded', 'idiot']","['great', 'honor', 'zionist', 'garbag', 'retard', 'idiot']","['great', 'honor', 'zionist', 'garbag', 'retard', 'idiot']"
1083,0,20120609212040Z,sorry  but thats just a dumb statement  youre comparing some 3rd party promo to apples own functionality  for example if this were a reference to a carrier removing google navigation and forcing customers to use telenav  youd have a valid argument but not in this case  nnif you want to make odd comparisons lets talk about how the iphone fucked everyone on sprint who enjoyed 1yr contracts longer return periods and other perks that got taken away all because of the iphone  see  thats why i like android  because they dont make the carrier take one up the ass and screw their users out of perks theyve enjoyed for years,"['sorry', 'thats', 'dumb', 'statement', 'youre', 'comparing', '3rd', 'party', 'promo', 'apples', 'functionality', 'example', 'reference', 'carrier', 'removing', 'google', 'navigation', 'forcing', 'customers', 'use', 'telenav', 'youd', 'valid', 'argument', 'case', 'nnif', 'want', 'make', 'odd', 'comparisons', 'lets', 'talk', 'iphone', 'fucked', 'everyone', 'sprint', 'enjoyed', '1yr', 'contracts', 'longer', 'return', 'periods', 'perks', 'got', 'taken', 'away', 'iphone', 'see', 'thats', 'like', 'android', 'dont', 'make', 'carrier', 'take', 'one', 'ass', 'screw', 'users', 'perks', 'theyve', 'enjoyed', 'years']","['sorri', 'that', 'dumb', 'statement', 'your', 'compar', '3rd', 'parti', 'promo', 'appl', 'function', 'exampl', 'refer', 'carrier', 'remov', 'googl', 'navig', 'forc', 'custom', 'use', 'telenav', 'youd', 'valid', 'argument', 'case', 'nnif', 'want', 'make', 'odd', 'comparison', 'let', 'talk', 'iphon', 'fuck', 'everyon', 'sprint', 'enjoy', '1yr', 'contract', 'longer', 'return', 'period', 'perk', 'got', 'taken', 'away', 'iphon', 'see', 'that', 'like', 'android', 'dont', 'make', 'carrier', 'take', 'one', 'ass', 'screw', 'user', 'perk', 'theyv', 'enjoy', 'year']","['sorri', 'that', 'dumb', 'statement', 'your', 'compar', '3rd', 'parti', 'promo', 'appl', 'function', 'exampl', 'refer', 'carrier', 'remov', 'googl', 'navig', 'forc', 'custom', 'use', 'telenav', 'youd', 'valid', 'argument', 'case', 'nnif', 'want', 'make', 'odd', 'comparison', 'let', 'talk', 'iphon', 'fuck', 'everyon', 'sprint', 'enjoy', '1yr', 'contract', 'longer', 'return', 'period', 'perk', 'got', 'taken', 'away', 'iphon', 'see', 'that', 'like', 'android', 'dont', 'make', 'carrier', 'take', 'one', 'ass', 'screw', 'user', 'perk', 'theyv', 'enjoy', 'year']"
1084,1,20120529172614Z,sgboyget back to your coti hear your parents calling for you,"['sgboyget', 'back', 'coti', 'hear', 'parents', 'calling']","['sgboyget', 'back', 'coti', 'hear', 'parent', 'call']","['sgboyget', 'back', 'coti', 'hear', 'parent', 'call']"
1085,0,,peevedmichelle um good question please email pollybloghercom,"['peevedmichelle', 'um', 'good', 'question', 'please', 'email', 'pollybloghercom']","['peevedmichell', 'um', 'good', 'question', 'pleas', 'email', 'pollybloghercom']","['peevedmichell', 'um', 'good', 'question', 'pleas', 'email', 'pollybloghercom']"
1086,0,20120609205338Z,looks like you have a stormer problemthe same team that beat the bulls twicehabs and jean were greatmorne spiesxa0and hougaard was below parcrusty the clown dont belong in this company,"['looks', 'like', 'stormer', 'problemthe', 'team', 'beat', 'bulls', 'twicehabs', 'jean', 'greatmorne', 'spiesxa0and', 'hougaard', 'parcrusty', 'clown', 'dont', 'belong', 'company']","['look', 'like', 'stormer', 'problemth', 'team', 'beat', 'bull', 'twicehab', 'jean', 'greatmorn', 'spiesxa0and', 'hougaard', 'parcrusti', 'clown', 'dont', 'belong', 'compani']","['look', 'like', 'stormer', 'problemth', 'team', 'beat', 'bull', 'twicehab', 'jean', 'greatmorn', 'spiesxa0and', 'hougaard', 'parcrusti', 'clown', 'dont', 'belong', 'compani']"
1087,0,,joey barton only has a twitter account because he wants people to massage his ego ,"['joey', 'barton', 'twitter', 'account', 'wants', 'people', 'massage', 'ego']","['joey', 'barton', 'twitter', 'account', 'want', 'peopl', 'massag', 'ego']","['joey', 'barton', 'twitter', 'account', 'want', 'peopl', 'massag', 'ego']"
1088,1,20120609210616Z,you are a pig,['pig'],['pig'],['pig']
1089,0,20120529213525Z,got your back here r_dale good post typical of the gun nuts in utah,"['got', 'back', 'r_dale', 'good', 'post', 'typical', 'gun', 'nuts', 'utah']","['got', 'back', 'r_dale', 'good', 'post', 'typic', 'gun', 'nut', 'utah']","['got', 'back', 'r_dale', 'good', 'post', 'typic', 'gun', 'nut', 'utah']"
1090,0,20120619025608Z,his wrist might be bothering him hes got a chip floating around in there,"['wrist', 'might', 'bothering', 'hes', 'got', 'chip', 'floating', 'around']","['wrist', 'might', 'bother', 'hes', 'got', 'chip', 'float', 'around']","['wrist', 'might', 'bother', 'hes', 'got', 'chip', 'float', 'around']"
1091,0,20120612031140Z,based on the architecture stucco building and foliageoh and the dancing gay black kid im betting this is from florida,"['based', 'architecture', 'stucco', 'building', 'foliageoh', 'dancing', 'gay', 'black', 'kid', 'im', 'betting', 'florida']","['base', 'architectur', 'stucco', 'build', 'foliageoh', 'danc', 'gay', 'black', 'kid', 'im', 'bet', 'florida']","['base', 'architectur', 'stucco', 'build', 'foliageoh', 'danc', 'gay', 'black', 'kid', 'im', 'bet', 'florida']"
1092,1,,fly away gay_pusssyfly away,"['fly', 'away', 'gay_pusssyfly', 'away']","['fli', 'away', 'gay_pusssyfli', 'away']","['fli', 'away', 'gay_pusssyfli', 'away']"
1093,1,20120611225158Z,were not the losers butxa0 you and this country are,"['losers', 'butxa0', 'country']","['loser', 'butxa0', 'countri']","['loser', 'butxa0', 'countri']"
1094,0,20120619040251Z,you have a beautiful body whats wrong with a man looking at a woman with a beautiful body especially nice hips if im stalker for that then every dude i know is a stalker as well,"['beautiful', 'body', 'whats', 'wrong', 'man', 'looking', 'woman', 'beautiful', 'body', 'especially', 'nice', 'hips', 'im', 'stalker', 'every', 'dude', 'know', 'stalker', 'well']","['beauti', 'bodi', 'what', 'wrong', 'man', 'look', 'woman', 'beauti', 'bodi', 'especi', 'nice', 'hip', 'im', 'stalker', 'everi', 'dude', 'know', 'stalker', 'well']","['beauti', 'bodi', 'what', 'wrong', 'man', 'look', 'woman', 'beauti', 'bodi', 'especi', 'nice', 'hip', 'im', 'stalker', 'everi', 'dude', 'know', 'stalker', 'well']"
1095,0,20120612032918Z,looks like a case of cat on keyboard disease,"['looks', 'like', 'case', 'cat', 'keyboard', 'disease']","['look', 'like', 'case', 'cat', 'keyboard', 'diseas']","['look', 'like', 'case', 'cat', 'keyboard', 'diseas']"
1096,0,,go get them egyptiansxc2xa0 kill them allxc2xa0 we will be right behind youxc2xa0xc2xa0 hahahahehehenngenesis 1612 xc2xa0he will be a wild ass uncivilized of a man yismael and his descendants  his hand will be against everyone meaning a robber per rashi and everyones hand will be against him meaning everyone will hate him and will attack him per rashi and in the presence of all his brothers he will dwell meaning his descendants will be many per rashi,"['go', 'get', 'egyptiansxc2xa0', 'kill', 'allxc2xa0', 'right', 'behind', 'youxc2xa0xc2xa0', 'hahahahehehenngenesis', '1612', 'xc2xa0he', 'wild', 'ass', 'uncivilized', 'man', 'yismael', 'descendants', 'hand', 'everyone', 'meaning', 'robber', 'per', 'rashi', 'everyones', 'hand', 'meaning', 'everyone', 'hate', 'attack', 'per', 'rashi', 'presence', 'brothers', 'dwell', 'meaning', 'descendants', 'many', 'per', 'rashi']","['go', 'get', 'egyptiansxc2xa0', 'kill', 'allxc2xa0', 'right', 'behind', 'youxc2xa0xc2xa0', 'hahahahehehenngenesi', '1612', 'xc2xa0h', 'wild', 'ass', 'uncivil', 'man', 'yismael', 'descend', 'hand', 'everyon', 'mean', 'robber', 'per', 'rashi', 'everyon', 'hand', 'mean', 'everyon', 'hate', 'attack', 'per', 'rashi', 'presenc', 'brother', 'dwell', 'mean', 'descend', 'mani', 'per', 'rashi']","['go', 'get', 'egyptiansxc2xa0', 'kill', 'allxc2xa0', 'right', 'behind', 'youxc2xa0xc2xa0', 'hahahahehehenngenesi', '1612', 'xc2xa0h', 'wild', 'ass', 'uncivil', 'man', 'yismael', 'descend', 'hand', 'everyon', 'mean', 'robber', 'per', 'rashi', 'everyon', 'hand', 'mean', 'everyon', 'hate', 'attack', 'per', 'rashi', 'presenc', 'brother', 'dwell', 'mean', 'descend', 'mani', 'per', 'rashi']"
